date_registered,gender,birthdate,current_location,employer,job,age,salary,credit_card_provider
2022-01-17,F,1988-08-27,"[35.6, -65.6]","Padilla, Hood and Smith",Other,40-49,30k-60k,Discover
2020-01-27,M,1950-11-24,"[63.3, -37.1]","Stout, Sherman and Johnson",Other,60+,30k-60k,Maestro
2020-03-25,M,1945-05-29,"[-18.0, 176.9]",Zhang-Snow,Professional,60+,60k-90k,VISA 13 digit
2019-09-29,F,1996-01-04,"[43.6, 102.5]",Peterson LLC,Other,30-39,30k-60k,American Express
2020-04-22,F,1978-02-06,"[35.2, 173.1]",Wilson PLC,Other,60+,150k+,VISA 16 digit
2020-04-01,F,1924-09-04,"[63.7, -156.9]",Davis-Olson,Other,40-49,150k+,JCB 16 digit
2022-06-15,M,1943-03-28,"[-44.3, 120.5]",Miller-Bailey,Other,20-29,150k+,JCB 16 digit
2020-03-26,F,1978-07-05,"[-29.3, -38.9]",Arnold Ltd,Other,20-29,150k+,VISA 19 digit
2019-10-25,M,1963-08-08,"[73.5, 82.8]",Callahan-Marks,Other,60+,30k-60k,VISA 16 digit
2019-09-20,M,1997-06-17,"[52.0, 78.3]",Flores-Hopkins,Other,50-59,120k-150k,VISA 16 digit
2020-12-17,F,1954-11-14,"[-9.7, -138.7]","Wilkerson, Walton and Bradley",Other,20-29,90k-120k,VISA 16 digit
2020-05-18,M,2010-11-14,"[-3.0, 55.9]","Weber, Kennedy and Yoder",Other,30-39,60k-90k,VISA 13 digit
2021-09-07,F,1987-07-20,"[66.7, 170.2]","Weber, Henry and Blackburn",Other,<20,90k-120k,VISA 19 digit
2021-01-19,M,2014-07-09,"[-68.3, 2.8]",Walker Ltd,Other,60+,60k-90k,Maestro
2020-04-11,F,1933-06-20,"[-60.0, 117.5]",Scott PLC,Other,40-49,150k+,VISA 16 digit
2021-05-07,M,1961-01-18,"[11.7, 101.8]","Freeman, Anderson and Bailey",Other,20-29,30k-60k,Maestro
2021-01-16,F,1953-01-05,"[46.9, -36.1]",Wilson-Adams,Other,50-59,150k+,Maestro
2019-10-08,M,1961-05-06,"[64.8, 15.4]",Chambers-Bird,Other,20-29,150k+,JCB 15 digit
2020-05-02,F,1965-10-11,"[48.4, -29.3]",Richardson-Johnson,Other,20-29,150k+,Discover
2021-05-30,M,1919-08-19,"[10.5, -67.3]","Moore, Pacheco and Williams",Other,50-59,<30k,Mastercard
2021-11-03,M,1955-03-12,"[-34.5, -72.6]","Silva, Escobar and Liu",Other,<20,30k-60k,JCB 16 digit
2020-01-25,F,1968-12-31,"[35.9, -94.7]",Hartman-Lee,Other,<20,30k-60k,Diners Club / Carte Blanche
2022-02-21,M,1946-04-14,"[-58.9, -94.3]","Hart, Perez and Burnett",Other,40-49,30k-60k,American Express
2021-01-25,M,1963-09-25,"[-69.0, -92.5]",Davis-Holland,Other,40-49,150k+,VISA 16 digit
2019-10-05,F,2016-02-16,"[-79.0, 38.2]","Johnson, Williamson and Perkins",Other,50-59,90k-120k,VISA 13 digit
2020-03-03,F,1996-02-02,"[40.9, -60.5]",Nash PLC,Other,60+,150k+,VISA 19 digit
2022-04-14,M,1980-01-27,"[-79.8, 142.2]",Ortiz Group,Other,30-39,<30k,American Express
2021-11-14,M,1941-03-13,"[-27.7, -103.3]",Freeman-Bailey,Other,50-59,30k-60k,JCB 15 digit
2022-06-20,F,1969-08-01,"[-34.6, 77.5]","Garcia, Barrera and Gonzalez",Other,60+,150k+,Maestro
2021-11-01,M,1941-08-08,"[-38.6, -47.5]",Ramsey Ltd,Other,30-39,120k-150k,Mastercard
2019-12-26,M,1986-02-15,"[50.8, 39.2]",Castro-Harmon,Other,30-39,90k-120k,Mastercard
2020-10-10,M,1955-04-02,"[-16.8, -111.8]",Novak-Curtis,Other,30-39,150k+,Discover
2020-10-31,F,1957-02-03,"[-69.6, -66.3]",Murray Group,Other,<20,150k+,Maestro
2020-02-11,F,2017-04-25,"[64.9, 70.4]","Conner, Watkins and Kim",Other,50-59,150k+,Maestro
2021-07-03,M,1920-12-02,"[-65.4, 127.0]",Garcia-Garcia,Other,20-29,150k+,American Express
2020-01-22,M,2014-11-01,"[-17.2, 25.5]",Ayala-Clark,Other,30-39,120k-150k,JCB 15 digit
2020-08-01,F,1981-10-28,"[-73.3, 179.1]",Cunningham-Winters,Other,50-59,60k-90k,JCB 16 digit
2021-09-14,F,2021-04-25,"[76.0, 39.9]",Molina-Waters,Other,30-39,150k+,Discover
2021-12-28,M,1937-12-30,"[16.0, -137.1]",Gregory-Larson,Other,50-59,60k-90k,Maestro
2021-01-20,F,1958-02-12,"[74.3, -113.9]",Griffin Ltd,Professional,20-29,60k-90k,VISA 16 digit
2020-09-28,M,1964-12-13,"[18.5, 124.4]","Lam, Wallace and Garcia",Professional,40-49,150k+,VISA 16 digit
2021-04-27,F,1962-12-23,"[-35.9, 41.7]","Owen, Brown and Campbell",Other,40-49,150k+,VISA 16 digit
2022-03-23,M,1927-02-10,"[16.9, 168.0]",Hawkins Ltd,Other,30-39,150k+,Discover
2021-05-28,F,2003-11-14,"[-9.0, 17.2]","Tran, Dalton and Powers",Other,50-59,150k+,Discover
2019-11-14,M,1991-03-25,"[-22.6, -157.3]",Jenkins PLC,Other,50-59,30k-60k,JCB 16 digit
2021-07-05,F,1941-09-02,"[46.9, -45.2]",Duke PLC,Other,50-59,30k-60k,JCB 16 digit
2020-08-10,F,2020-02-12,"[-2.4, -5.9]",Thomas Ltd,Other,20-29,90k-120k,American Express
2020-09-27,M,2005-10-08,"[0.9, -117.3]",Mcpherson-White,Other,40-49,30k-60k,JCB 16 digit
2021-08-16,M,1968-11-09,"[59.6, 74.8]",Mendez-Kim,Other,40-49,150k+,VISA 16 digit
2019-11-15,F,2009-10-09,"[-27.2, 90.1]","Torres, Villa and Graham",Other,40-49,150k+,Discover
2022-04-03,M,1951-07-16,"[-63.1, -8.6]","Hernandez, Rivas and Long",Other,50-59,30k-60k,VISA 16 digit
2022-05-20,M,2019-06-13,"[46.7, 177.3]",Nguyen Ltd,Other,60+,150k+,VISA 13 digit
2022-05-13,M,1941-01-15,"[-61.7, 170.3]",Beck LLC,Other,40-49,150k+,Diners Club / Carte Blanche
2019-11-18,M,2007-11-29,"[78.8, 38.4]",Martin and Sons,Other,20-29,90k-120k,VISA 13 digit
2022-06-15,M,2001-01-21,"[19.1, 143.7]","Cox, Bradford and Mendoza",Other,20-29,150k+,American Express
2020-08-13,M,2013-01-29,"[-45.3, 9.8]",Cowan-Dawson,Other,60+,150k+,Mastercard
2021-02-13,F,2005-08-12,"[36.4, 121.3]","Taylor, Becker and Barber",Other,20-29,150k+,JCB 15 digit
2020-02-19,M,2015-04-13,"[-10.5, -178.3]",Barnes and Sons,Other,20-29,150k+,American Express
2020-07-03,M,1940-09-17,"[-76.9, -87.8]",Leonard-Barron,Other,40-49,150k+,JCB 16 digit
2019-10-27,M,1915-11-26,"[59.2, -131.9]",Hamilton-Anderson,Other,40-49,90k-120k,VISA 13 digit
2021-06-08,M,1928-12-04,"[63.0, -13.0]",Carter-Allen,Professional,30-39,90k-120k,JCB 16 digit
2020-07-13,F,2002-08-11,"[53.6, -24.8]","Quinn, Shaw and Richardson",Other,<20,90k-120k,VISA 16 digit
2019-11-06,M,1946-11-04,"[80.7, 40.5]",Liu and Sons,Other,50-59,150k+,JCB 15 digit
2021-09-02,M,1931-03-11,"[-48.5, 56.8]","Hicks, Moore and Mcdaniel",Other,60+,<30k,Maestro
2020-12-12,M,1937-05-30,"[-42.3, -9.5]","Rojas, Scott and Davila",Other,60+,150k+,JCB 16 digit
2022-01-09,M,1933-02-19,"[-2.6, 125.7]","Abbott, Lewis and Moreno",Other,40-49,120k-150k,JCB 16 digit
2022-05-19,F,1922-05-19,"[45.1, -56.2]",Nichols-Burke,Other,30-39,<30k,VISA 16 digit
2021-05-04,F,1934-09-29,"[-80.9, 23.4]",Harris-Garrett,Other,60+,30k-60k,Discover
2019-12-24,F,2010-06-17,"[18.9, 135.6]",David-Mcintyre,Other,50-59,<30k,American Express
2021-11-21,F,1916-10-21,"[72.6, 95.0]","Miller, Santos and Gray",Other,50-59,150k+,JCB 15 digit
2022-05-25,M,1917-10-28,"[-14.1, -106.5]","Thompson, Aguilar and Hunt",Other,30-39,60k-90k,VISA 19 digit
2021-09-12,M,1954-01-16,"[-77.7, -151.3]",Myers Inc,Other,30-39,150k+,Maestro
2020-11-14,F,1926-06-19,"[-12.2, -87.5]",Ryan LLC,Other,40-49,150k+,VISA 13 digit
2020-11-12,F,1917-04-06,"[-10.6, 11.7]",Wong-Smith,Other,20-29,60k-90k,JCB 15 digit
2022-03-09,F,1999-01-27,"[82.0, 81.1]",May and Sons,Other,40-49,150k+,Diners Club / Carte Blanche
2021-12-14,F,1914-08-01,"[44.6, 20.9]",Brown LLC,Other,30-39,60k-90k,JCB 16 digit
2019-09-05,F,1944-12-22,"[64.0, -63.9]",Randall PLC,Other,20-29,30k-60k,VISA 16 digit
2021-12-25,F,1995-06-29,"[76.2, -75.4]","Mcintyre, Hardin and Simmons",Other,50-59,30k-60k,VISA 19 digit
2020-06-30,M,2020-08-07,"[-51.9, -73.7]","Davis, Pena and Jimenez",Other,50-59,30k-60k,VISA 16 digit
2021-01-28,M,1927-12-03,"[-57.3, 155.7]",Pena Group,Other,20-29,90k-120k,Discover
2019-06-23,M,1995-11-09,"[26.8, -94.9]","Carey, Bush and Foster",Other,40-49,90k-120k,Diners Club / Carte Blanche
2021-12-03,M,1939-01-31,"[39.5, -61.6]",Porter-Peters,Other,30-39,150k+,Discover
2021-07-12,F,2003-05-08,"[-37.3, 83.8]",Gray-Liu,Other,60+,150k+,Discover
2022-04-10,F,2013-08-11,"[46.4, -1.8]","Sullivan, Whitney and Blake",Other,50-59,150k+,JCB 16 digit
2022-01-29,M,1980-11-17,"[63.1, -166.2]",Trujillo-Galvan,Other,40-49,60k-90k,American Express
2021-07-13,M,1917-05-09,"[-12.3, 118.8]",Travis-Williams,Other,30-39,150k+,VISA 13 digit
2020-03-31,M,1961-10-14,"[-46.5, 123.0]","Johnson, Paul and Barton",Other,60+,120k-150k,JCB 16 digit
2021-08-06,M,1979-05-15,"[2.5, -126.6]","Atkinson, Stewart and Reynolds",Other,50-59,<30k,VISA 16 digit
2020-10-19,F,2005-11-30,"[84.8, -145.4]","Mullen, Andrews and Miller",Other,40-49,150k+,Maestro
2021-03-09,M,1980-08-23,"[8.1, -179.7]",Miller-Welch,Other,30-39,120k-150k,JCB 16 digit
2021-06-08,M,1993-07-13,"[88.9, 128.5]",Jenkins-Campbell,Other,40-49,150k+,Mastercard
2020-02-17,M,1922-04-03,"[2.0, -32.4]",Hanson-Valentine,Other,30-39,150k+,VISA 16 digit
2019-10-01,M,1934-09-29,"[43.4, -77.2]","Maldonado, Madden and Garcia",Other,20-29,150k+,JCB 16 digit
2019-10-10,F,1917-12-07,"[-84.7, 105.1]",Hammond Inc,Other,20-29,150k+,VISA 16 digit
2022-04-19,M,1910-01-03,"[-66.2, 61.8]",Wright-Johnson,Other,20-29,150k+,Maestro
2020-12-13,F,2000-01-10,"[-60.3, 46.4]","Adkins, Jones and Simpson",Other,30-39,<30k,JCB 16 digit
2020-11-09,M,1980-06-12,"[-34.0, -142.3]",Jones and Sons,Other,50-59,<30k,Maestro
2019-09-21,F,2009-08-19,"[22.8, 19.0]",Kramer Ltd,Other,30-39,60k-90k,JCB 16 digit
2021-05-15,M,2003-04-01,"[17.6, -86.9]",Cox and Sons,Other,20-29,60k-90k,Diners Club / Carte Blanche
2020-08-19,F,1983-01-30,"[43.9, 145.9]",Kirby LLC,Other,50-59,120k-150k,VISA 16 digit
2021-11-10,F,2012-11-21,"[-39.8, 65.0]",Henry Ltd,Other,50-59,<30k,Mastercard
2021-09-04,M,1922-03-03,"[-79.3, -176.9]",Collins PLC,Other,50-59,30k-60k,Discover
2021-07-09,F,1958-09-12,"[-87.1, 152.1]",Murphy Ltd,Other,40-49,150k+,VISA 19 digit
2020-01-03,F,1952-10-25,"[16.5, -160.5]","Gonzalez, Carroll and Hart",Other,20-29,120k-150k,JCB 15 digit
2021-04-12,F,1925-07-28,"[-28.2, 21.2]","Barrera, Pope and Anderson",Other,30-39,120k-150k,JCB 15 digit
2019-10-27,F,1916-04-02,"[-74.0, 144.7]",Riddle LLC,Other,60+,60k-90k,JCB 16 digit
2020-07-06,F,1953-02-10,"[-54.7, 164.1]","Valenzuela, King and Wilson",Other,60+,60k-90k,JCB 15 digit
2020-09-10,F,2014-10-19,"[8.7, -165.6]",Diaz-Steele,Other,20-29,60k-90k,VISA 16 digit
2020-12-01,F,1951-08-18,"[-8.5, -32.5]",Beck-Williams,Other,30-39,60k-90k,JCB 16 digit
2022-01-18,M,1958-05-12,"[84.4, 92.6]",Russo-Smith,Other,40-49,120k-150k,JCB 16 digit
2019-08-01,M,1985-10-23,"[18.9, 175.1]","White, Smith and Hernandez",Other,30-39,150k+,Maestro
2022-06-05,M,1908-02-11,"[-55.1, -113.4]","Davenport, Garcia and Lin",Other,30-39,60k-90k,American Express
2021-11-08,M,1964-10-28,"[44.0, 94.3]",Lester-Hoffman,Other,60+,150k+,VISA 16 digit
2022-05-05,M,2002-04-10,"[51.7, 70.2]",Fleming Group,Other,60+,150k+,VISA 16 digit
2022-06-05,F,2010-06-24,"[43.4, -40.5]",Hicks-Nichols,Other,40-49,60k-90k,JCB 16 digit
2021-12-05,M,1909-01-28,"[-12.1, -63.6]","Michael, Bell and Salinas",Other,20-29,150k+,Diners Club / Carte Blanche
2022-01-19,F,1983-09-13,"[19.3, -6.3]",Ramirez-Hendrix,Other,50-59,150k+,VISA 16 digit
2019-07-24,F,2003-10-21,"[-10.7, 136.9]","Kline, Thomas and Davis",Other,50-59,30k-60k,Discover
2021-07-01,F,1976-07-20,"[25.0, 50.5]",Chavez-Kirk,Other,60+,150k+,VISA 13 digit
2019-12-25,F,1983-04-17,"[43.6, -160.4]",Carter-Carter,Other,40-49,120k-150k,American Express
2020-12-24,F,1990-12-31,"[83.1, 106.4]",Nguyen Inc,Other,40-49,120k-150k,American Express
2021-05-30,M,1975-12-23,"[-33.3, -112.4]",Key-Pitts,Other,20-29,120k-150k,VISA 13 digit
2019-06-28,F,1956-08-05,"[43.9, -111.6]",Lyons-Jackson,Other,50-59,120k-150k,JCB 16 digit
2021-08-08,F,2019-04-19,"[21.5, 105.4]",Morrison LLC,Other,40-49,30k-60k,Maestro
2021-02-18,M,1990-12-21,"[-73.2, 76.0]",Hull LLC,Other,50-59,150k+,VISA 13 digit
2019-07-28,M,1918-02-20,"[-88.2, 5.3]",Padilla PLC,Other,30-39,90k-120k,JCB 16 digit
2020-03-04,M,2013-07-03,"[-78.1, 22.0]",Walters-Salinas,Other,40-49,150k+,VISA 16 digit
2021-12-03,F,1992-11-03,"[-40.8, -70.2]",Davis and Sons,Other,60+,150k+,American Express
2020-01-15,M,1998-08-10,"[55.0, -126.8]",Miller and Sons,Other,20-29,60k-90k,American Express
2022-03-25,M,1953-11-10,"[-28.7, 81.8]","Campbell, Wong and Thomas",Other,30-39,150k+,JCB 16 digit
2022-06-06,F,1961-01-29,"[-22.7, 60.6]",Martin-Juarez,Other,<20,30k-60k,JCB 16 digit
2019-10-05,F,1953-09-25,"[66.7, -24.0]","Gross, Harper and Roberts",Other,40-49,30k-60k,VISA 16 digit
2021-01-07,M,1951-07-14,"[12.7, -52.4]",Jones-Mcguire,Other,20-29,120k-150k,Maestro
2020-03-29,M,1995-09-06,"[68.9, -21.6]",Collins LLC,Other,40-49,150k+,JCB 15 digit
2020-12-19,M,1940-05-18,"[-71.2, 33.9]",Rodriguez and Sons,Other,30-39,120k-150k,JCB 16 digit
2020-07-06,F,1906-06-28,"[77.6, 111.6]","Perez, Gonzalez and Mccarthy",Other,40-49,150k+,VISA 16 digit
2020-07-31,M,1912-06-28,"[55.5, -35.7]",Patterson LLC,Other,40-49,60k-90k,VISA 13 digit
2022-03-16,M,1936-11-25,"[19.7, 170.7]",Nielsen PLC,Other,20-29,150k+,Mastercard
2021-10-22,M,1968-09-29,"[29.3, -161.3]","Bell, Campbell and Stevens",Other,20-29,150k+,American Express
2022-01-13,F,1979-01-06,"[-28.0, 50.1]",Perez Ltd,Other,50-59,90k-120k,JCB 16 digit
2022-03-19,F,2006-03-26,"[-14.9, 143.9]","Wood, Schultz and Gonzalez",Other,30-39,120k-150k,American Express
2021-06-10,F,1984-03-23,"[-36.9, 122.5]","Olson, Lynch and Sweeney",Other,20-29,<30k,Mastercard
2021-07-22,F,1958-02-11,"[-66.6, 86.4]",Douglas-Brooks,Other,20-29,<30k,JCB 16 digit
2021-12-23,F,1958-04-11,"[86.4, -68.3]",Nelson-Carter,Other,40-49,150k+,VISA 16 digit
2021-03-28,F,1986-06-09,"[-16.8, -18.1]","Richardson, Blevins and Thomas",Other,30-39,60k-90k,Diners Club / Carte Blanche
2021-03-30,M,1907-05-19,"[-64.7, 134.5]","Arnold, Owens and Walton",Other,20-29,150k+,Maestro
2020-07-13,F,2014-03-14,"[-56.6, 6.2]",Williams PLC,Other,30-39,150k+,JCB 15 digit
2020-04-17,M,1978-09-25,"[-11.7, -42.0]",Reid Group,Other,40-49,150k+,VISA 16 digit
2021-12-29,F,1916-10-22,"[35.3, -97.4]",Williams Group,Other,50-59,150k+,VISA 16 digit
2022-05-15,F,1938-05-15,"[-31.4, 17.8]",Sosa-Brown,Other,60+,120k-150k,JCB 16 digit
2019-12-20,F,1956-09-14,"[69.8, 175.4]","Barnes, Newton and Peters",Other,40-49,30k-60k,VISA 16 digit
2019-10-17,M,1999-08-28,"[-11.0, 50.5]",Stevens-Williams,Other,20-29,30k-60k,JCB 15 digit
2021-03-23,F,1927-03-02,"[45.9, -54.2]","Simpson, Stewart and Glenn",Other,60+,120k-150k,Discover
2021-06-06,F,1926-02-24,"[-58.0, 150.8]",Pitts-Reyes,Other,30-39,150k+,VISA 13 digit
2020-12-08,M,1995-08-15,"[53.2, -67.6]","Clark, Cannon and Davis",Other,50-59,150k+,Discover
2020-06-15,F,1963-12-15,"[16.6, -52.1]",Johnson-Rodriguez,Other,50-59,90k-120k,Diners Club / Carte Blanche
2021-12-16,F,1982-10-27,"[50.1, 91.2]",Williams and Sons,Other,40-49,150k+,VISA 16 digit
2020-06-11,F,1989-04-23,"[8.8, -6.0]",Jones Group,Other,50-59,30k-60k,VISA 16 digit
2021-02-06,M,1911-09-10,"[35.0, 156.8]",Dawson-Sparks,Professional,40-49,90k-120k,Diners Club / Carte Blanche
2020-12-03,F,1996-08-26,"[48.3, 153.0]",Oliver-Ford,Other,20-29,150k+,Discover
2022-01-25,F,1974-04-25,"[-51.0, -171.2]",Bates-Medina,Other,20-29,60k-90k,Discover
2020-01-07,M,1950-05-27,"[66.6, 33.7]","Walton, Anderson and Myers",Other,30-39,60k-90k,JCB 16 digit
2019-06-26,F,1944-07-14,"[86.6, -55.0]","Peters, Salinas and Rodriguez",Other,60+,120k-150k,JCB 16 digit
2019-07-15,F,1971-02-17,"[64.5, -26.6]",Gillespie-Brown,Other,40-49,120k-150k,VISA 13 digit
2020-05-16,F,1913-04-29,"[15.1, 165.4]",Olsen Group,Other,50-59,150k+,Maestro
2021-12-10,F,2003-08-24,"[-19.3, 145.6]",Reyes PLC,Other,20-29,30k-60k,JCB 16 digit
2019-08-01,F,1977-05-30,"[30.6, 117.8]",Johnson Inc,Other,60+,60k-90k,VISA 13 digit
2022-04-17,F,1932-11-03,"[26.0, 152.0]","Thomas, Barry and Rosales",Professional,50-59,90k-120k,American Express
2019-08-15,F,2016-09-15,"[-50.8, 15.4]","Murphy, Vaughn and Jacobs",Other,40-49,150k+,Discover
2020-01-13,F,1920-07-30,"[-23.9, 149.5]",Stewart Group,Other,30-39,60k-90k,VISA 16 digit
2021-11-28,M,1989-07-02,"[-9.0, -45.2]",Sosa-Myers,Other,40-49,<30k,American Express
2020-05-17,F,1975-08-24,"[35.1, 33.5]",Mccullough-Pineda,Other,30-39,90k-120k,VISA 16 digit
2021-03-05,M,1950-12-04,"[-47.6, -142.0]","Miller, Wood and Stevens",Other,40-49,150k+,Maestro
2020-03-26,F,1919-03-26,"[7.1, 83.7]",Cunningham-Owens,Other,60+,150k+,American Express
2021-04-20,F,1912-02-20,"[-61.7, 4.8]",Patterson-Lewis,Other,50-59,150k+,American Express
2022-01-22,M,1956-05-27,"[88.8, -11.0]",Dillon and Sons,Other,60+,60k-90k,VISA 19 digit
2020-08-21,F,1940-11-03,"[-64.5, -1.0]","Gibson, Gaines and Burke",Other,20-29,120k-150k,VISA 16 digit
2021-11-06,M,1956-07-20,"[-2.5, 112.3]","Kirby, Grant and Stewart",Other,50-59,90k-120k,JCB 16 digit
2019-10-23,F,2010-10-31,"[-33.7, -169.0]",Ball LLC,Other,60+,150k+,JCB 16 digit
2019-10-06,F,1996-10-14,"[-18.7, 151.9]",Allen-Glass,Professional,60+,90k-120k,American Express
2020-11-17,F,2016-04-03,"[32.0, -70.0]",Calderon LLC,Other,30-39,150k+,Diners Club / Carte Blanche
2020-06-24,M,1932-02-13,"[-87.9, -173.2]",Savage-Baker,Other,<20,150k+,VISA 16 digit
2021-08-14,F,1970-01-27,"[-17.2, 174.4]",Mcdaniel and Sons,Other,40-49,90k-120k,VISA 19 digit
2021-02-03,F,1979-10-19,"[16.9, 113.3]","Pruitt, Porter and Moreno",Other,50-59,150k+,JCB 16 digit
2020-12-08,M,1983-12-14,"[-13.0, -12.5]",Ortega PLC,Other,50-59,120k-150k,VISA 16 digit
2022-01-26,M,2000-01-17,"[1.7, -22.5]","Hardy, Butler and Nichols",Other,40-49,30k-60k,JCB 16 digit
2020-08-21,F,1917-01-29,"[88.6, -32.1]",Schaefer-Webb,Other,40-49,90k-120k,JCB 16 digit
2021-04-29,M,2014-06-02,"[35.3, -77.1]","Ross, Webb and Simmons",Other,40-49,60k-90k,VISA 16 digit
2021-09-22,F,1922-09-07,"[4.8, 40.2]",Cox-Alexander,Other,50-59,150k+,VISA 16 digit
2021-03-09,M,1948-01-31,"[-43.2, 28.8]","Turner, Finley and Bailey",Professional,40-49,150k+,Maestro
2019-11-03,M,2021-11-18,"[-51.4, 113.3]",Garcia Group,Other,30-39,60k-90k,JCB 15 digit
2019-10-17,F,1987-08-18,"[31.2, -53.5]",Graves-Bailey,Other,50-59,90k-120k,American Express
2020-10-06,M,2008-10-26,"[21.7, -146.6]","Marquez, Rivera and Marshall",Other,60+,150k+,American Express
2022-03-20,F,1948-03-15,"[-7.9, -88.6]",Fox LLC,Other,30-39,150k+,Maestro
2021-01-22,M,1909-05-15,"[-18.9, 108.7]","Shelton, Scott and Sanchez",Other,30-39,120k-150k,Diners Club / Carte Blanche
2021-09-20,F,1967-10-09,"[-39.3, 143.7]","Burns, Evans and Butler",Other,60+,150k+,Discover
2022-01-10,F,1980-12-13,"[57.8, 40.0]",Thompson Inc,Other,50-59,150k+,VISA 13 digit
2020-01-17,F,1931-04-08,"[-9.7, -170.1]",Trujillo-Barton,Other,60+,30k-60k,Discover
2021-05-04,F,2011-03-18,"[-70.3, 168.9]","Fuentes, Bennett and Schwartz",Other,50-59,120k-150k,VISA 16 digit
2022-04-24,F,1939-07-20,"[-6.9, -60.2]","Nichols, Daniel and Anderson",Other,50-59,120k-150k,American Express
2020-02-20,M,1945-07-29,"[-59.9, 74.9]","Parker, Wood and Roman",Other,40-49,120k-150k,American Express
2022-05-05,M,1962-02-07,"[74.4, -42.2]",Barnes Inc,Other,20-29,150k+,VISA 19 digit
2019-11-01,M,1921-11-09,"[-35.1, -48.6]","Ramirez, Yates and Fuentes",Other,60+,150k+,VISA 16 digit
2021-02-28,M,1914-05-17,"[26.4, -76.0]","Martinez, Conner and Conner",Other,<20,60k-90k,Diners Club / Carte Blanche
2019-12-11,F,1919-02-09,"[40.5, -152.2]",Hudson-Weaver,Other,30-39,150k+,VISA 19 digit
2021-01-20,M,1979-03-20,"[-4.7, 142.2]","Rodriguez, Pearson and Sutton",Other,20-29,30k-60k,VISA 13 digit
2020-06-15,M,1971-11-10,"[-47.9, 124.1]","Stewart, Hunter and Reed",Other,30-39,90k-120k,JCB 16 digit
2022-03-14,F,2007-04-09,"[74.5, 97.6]",Burgess Group,Other,60+,90k-120k,Diners Club / Carte Blanche
2021-01-02,M,1982-02-16,"[-74.2, 10.9]",Wiggins-Bass,Other,20-29,150k+,American Express
2020-02-07,M,1920-03-15,"[-66.0, 31.1]",Gonzalez Group,Other,30-39,60k-90k,American Express
2021-01-15,F,1941-01-29,"[55.1, 171.3]","Baker, Richardson and Nunez",Other,40-49,150k+,VISA 19 digit
2021-09-11,F,1959-02-12,"[80.3, 83.2]",Martinez Inc,Other,50-59,90k-120k,Discover
2022-06-01,M,2013-06-30,"[45.8, 113.9]","Pratt, Frost and Willis",Other,30-39,120k-150k,Diners Club / Carte Blanche
2019-12-09,M,1969-04-09,"[17.2, 149.7]",Bradley-Allen,Other,60+,150k+,Mastercard
2021-10-11,M,1999-04-12,"[-84.2, 103.6]","Wright, Wilson and Sanders",Other,40-49,60k-90k,VISA 13 digit
2020-02-12,F,1939-12-26,"[34.9, 55.4]","Schultz, Molina and Sanders",Other,20-29,60k-90k,JCB 16 digit
2020-08-31,F,2020-01-29,"[68.9, -56.2]",Wallace Ltd,Other,50-59,150k+,JCB 16 digit
2022-04-01,M,1923-12-23,"[-53.4, -51.3]",Church PLC,Other,20-29,150k+,Mastercard
2020-05-02,M,1961-02-08,"[-33.7, -164.9]","Klein, Crawford and Miranda",Other,60+,150k+,JCB 16 digit
2022-01-04,M,1967-07-09,"[72.3, -75.4]",Foster Inc,Other,20-29,150k+,VISA 13 digit
2021-10-06,F,2019-02-23,"[37.1, 20.2]","Horton, Howell and Alexander",Other,40-49,<30k,Maestro
2022-01-21,F,2002-12-16,"[-40.2, -21.6]",Miller PLC,Other,20-29,90k-120k,American Express
2020-05-14,F,1999-02-18,"[38.1, 16.5]",Henderson Ltd,Other,<20,150k+,Discover
2019-11-27,F,1994-07-28,"[38.5, 69.8]",Fisher and Sons,Other,20-29,150k+,JCB 15 digit
2019-07-27,F,1907-04-18,"[36.2, -179.5]","Andersen, Schroeder and Jensen",Other,30-39,150k+,Mastercard
2020-06-01,F,1989-08-07,"[-23.1, -111.5]",Booker-Lloyd,Other,50-59,150k+,Maestro
2020-02-02,F,1993-05-24,"[-43.7, 151.0]",Wolf Ltd,Other,50-59,150k+,Maestro
2020-01-30,F,1985-04-19,"[51.8, 172.9]",Collins and Sons,Other,20-29,150k+,VISA 19 digit
2022-05-08,M,1961-07-03,"[-66.5, 116.9]","Wilson, Torres and Eaton",Other,50-59,120k-150k,VISA 13 digit
2021-07-01,F,1946-03-17,"[-18.8, -149.3]","Shannon, Franklin and Scott",Other,30-39,150k+,JCB 16 digit
2019-08-18,M,1946-02-28,"[-54.6, 123.5]",Smith and Sons,Other,50-59,150k+,Discover
2020-11-12,M,1959-11-14,"[-4.5, 134.7]",Fisher PLC,Other,40-49,90k-120k,Diners Club / Carte Blanche
2022-01-13,M,2000-03-05,"[14.2, 142.0]",Gill LLC,Other,50-59,60k-90k,JCB 16 digit
2020-05-14,M,1953-08-12,"[-82.7, -77.2]",Bowman-Rodriguez,Other,30-39,150k+,Mastercard
2019-06-25,F,2002-09-30,"[-30.3, -145.2]","Bush, Golden and Love",Other,60+,150k+,Diners Club / Carte Blanche
2019-07-17,M,1999-05-02,"[80.6, 57.4]","Guzman, Smith and Schneider",Professional,20-29,30k-60k,JCB 16 digit
2020-06-26,M,2008-02-16,"[39.0, -151.9]",Pearson Ltd,Other,50-59,150k+,Diners Club / Carte Blanche
2020-01-30,M,1994-01-07,"[-32.4, 160.8]","Greer, Lutz and Sanders",Other,20-29,<30k,JCB 16 digit
